County,Year,Sex,Disease,Cases,Branch
CALIFORNIA,2021,Total,Dengue Virus Infection,34,IDB
Colusa,2021,Total,Dengue Virus Infection,0,IDB
Contra Costa,2021,Total,Dengue Virus Infection,0,IDB
Del Norte,2021,Total,Dengue Virus Infection,0,IDB
El Dorado,2021,Total,Dengue Virus Infection,0,IDB
Fresno,2021,Total,Dengue Virus Infection,1,IDB
Glenn,2021,Total,Dengue Virus Infection,0,IDB
Humboldt,2021,Total,Dengue Virus Infection,0,IDB
Imperial,2021,Total,Dengue Virus Infection,0,IDB
Inyo,2021,Total,Dengue Virus Infection,0,IDB
Kern,2021,Total,Dengue Virus Infection,0,IDB
Kings,2021,Total,Dengue Virus Infection,0,IDB
Lake,2021,Total,Dengue Virus Infection,0,IDB
Lassen,2021,Total,Dengue Virus Infection,0,IDB
Los Angeles,2021,Total,Dengue Virus Infection,7,IDB
Madera,2021,Total,Dengue Virus Infection,0,IDB
Marin,2021,Total,Dengue Virus Infection,0,IDB
Mariposa,2021,Total,Dengue Virus Infection,0,IDB
Mendocino,2021,Total,Dengue Virus Infection,0,IDB
Merced,2021,Total,Dengue Virus Infection,0,IDB
Modoc,2021,Total,Dengue Virus Infection,0,IDB
Mono,2021,Total,Dengue Virus Infection,0,IDB
Monterey,2021,Total,Dengue Virus Infection,0,IDB
Napa,2021,Total,Dengue Virus Infection,0,IDB
Nevada,2021,Total,Dengue Virus Infection,0,IDB
Orange,2021,Total,Dengue Virus Infection,5,IDB
Placer,2021,Total,Dengue Virus Infection,0,IDB
Plumas,2021,Total,Dengue Virus Infection,0,IDB
Riverside,2021,Total,Dengue Virus Infection,0,IDB
Sacramento,2021,Total,Dengue Virus Infection,3,IDB
San Benito,2021,Total,Dengue Virus Infection,0,IDB
San Bernardino,2021,Total,Dengue Virus Infection,0,IDB
San Diego,2021,Total,Dengue Virus Infection,3,IDB
San Francisco,2021,Total,Dengue Virus Infection,0,IDB
San Joaquin,2021,Total,Dengue Virus Infection,2,IDB
San Luis Obispo,2021,Total,Dengue Virus Infection,0,IDB
San Mateo,2021,Total,Dengue Virus Infection,1,IDB
Santa Barbara,2021,Total,Dengue Virus Infection,1,IDB
Santa Clara,2021,Total,Dengue Virus Infection,7,IDB
Santa Cruz,2021,Total,Dengue Virus Infection,0,IDB
Shasta,2021,Total,Dengue Virus Infection,0,IDB
Sierra,2021,Total,Dengue Virus Infection,0,IDB
Siskiyou,2021,Total,Dengue Virus Infection,0,IDB
Solano,2021,Total,Dengue Virus Infection,2,IDB
Sonoma,2021,Total,Dengue Virus Infection,0,IDB
Stanislaus,2021,Total,Dengue Virus Infection,0,IDB
Sutter,2021,Total,Dengue Virus Infection,0,IDB
Tehama,2021,Total,Dengue Virus Infection,0,IDB
Trinity,2021,Total,Dengue Virus Infection,0,IDB
Tulare,2021,Total,Dengue Virus Infection,0,IDB
Tuolumne,2021,Total,Dengue Virus Infection,0,IDB
Ventura,2021,Total,Dengue Virus Infection,0,IDB
Yolo,2021,Total,Dengue Virus Infection,0,IDB
Yuba,2021,Total,Dengue Virus Infection,0,IDB
Alameda,2021,Total,Domoic Acid Poisoning,0,IDB
Alpine,2021,Total,Domoic Acid Poisoning,0,IDB
Amador,2021,Total,Domoic Acid Poisoning,0,IDB
Butte,2021,Total,Domoic Acid Poisoning,0,IDB
Calaveras,2021,Total,Domoic Acid Poisoning,0,IDB
CALIFORNIA,2021,Total,Domoic Acid Poisoning,0,IDB
Colusa,2021,Total,Domoic Acid Poisoning,0,IDB
Contra Costa,2021,Total,Domoic Acid Poisoning,0,IDB
Del Norte,2021,Total,Domoic Acid Poisoning,0,IDB
El Dorado,2021,Total,Domoic Acid Poisoning,0,IDB
Fresno,2021,Total,Domoic Acid Poisoning,0,IDB
Glenn,2021,Total,Domoic Acid Poisoning,0,IDB
Humboldt,2021,Total,Domoic Acid Poisoning,0,IDB
Imperial,2021,Total,Domoic Acid Poisoning,0,IDB
Inyo,2021,Total,Domoic Acid Poisoning,0,IDB
Kern,2021,Total,Domoic Acid Poisoning,0,IDB
Kings,2021,Total,Domoic Acid Poisoning,0,IDB
Lake,2021,Total,Domoic Acid Poisoning,0,IDB
Lassen,2021,Total,Domoic Acid Poisoning,0,IDB
Los Angeles,2021,Total,Domoic Acid Poisoning,0,IDB
Madera,2021,Total,Domoic Acid Poisoning,0,IDB
Marin,2021,Total,Domoic Acid Poisoning,0,IDB
Mariposa,2021,Total,Domoic Acid Poisoning,0,IDB
Mendocino,2021,Total,Domoic Acid Poisoning,0,IDB
Merced,2021,Total,Domoic Acid Poisoning,0,IDB
Modoc,2021,Total,Domoic Acid Poisoning,0,IDB
Mono,2021,Total,Domoic Acid Poisoning,0,IDB
Monterey,2021,Total,Domoic Acid Poisoning,0,IDB
Napa,2021,Total,Domoic Acid Poisoning,0,IDB
Nevada,2021,Total,Domoic Acid Poisoning,0,IDB
Orange,2021,Total,Domoic Acid Poisoning,0,IDB
Placer,2021,Total,Domoic Acid Poisoning,0,IDB
Plumas,2021,Total,Domoic Acid Poisoning,0,IDB
Riverside,2021,Total,Domoic Acid Poisoning,0,IDB
Sacramento,2021,Total,Domoic Acid Poisoning,0,IDB
San Benito,2021,Total,Domoic Acid Poisoning,0,IDB
San Bernardino,2021,Total,Domoic Acid Poisoning,0,IDB
San Diego,2021,Total,Domoic Acid Poisoning,0,IDB
San Francisco,2021,Total,Domoic Acid Poisoning,0,IDB
San Joaquin,2021,Total,Domoic Acid Poisoning,0,IDB
San Luis Obispo,2021,Total,Domoic Acid Poisoning,0,IDB
San Mateo,2021,Total,Domoic Acid Poisoning,0,IDB
Santa Barbara,2021,Total,Domoic Acid Poisoning,0,IDB
Santa Clara,2021,Total,Domoic Acid Poisoning,0,IDB
Santa Cruz,2021,Total,Domoic Acid Poisoning,0,IDB
Shasta,2021,Total,Domoic Acid Poisoning,0,IDB
Sierra,2021,Total,Domoic Acid Poisoning,0,IDB
Siskiyou,2021,Total,Domoic Acid Poisoning,0,IDB
Solano,2021,Total,Domoic Acid Poisoning,0,IDB
Sonoma,2021,Total,Domoic Acid Poisoning,0,IDB
Stanislaus,2021,Total,Domoic Acid Poisoning,0,IDB
Sutter,2021,Total,Domoic Acid Poisoning,0,IDB
Tehama,2021,Total,Domoic Acid Poisoning,0,IDB
Trinity,2021,Total,Domoic Acid Poisoning,0,IDB
Tulare,2021,Total,Domoic Acid Poisoning,0,IDB
Tuolumne,2021,Total,Domoic Acid Poisoning,0,IDB
Ventura,2021,Total,Domoic Acid Poisoning,0,IDB
Yolo,2021,Total,Domoic Acid Poisoning,0,IDB
Yuba,2021,Total,Domoic Acid Poisoning,0,IDB
Alameda,2021,Total,Ehrlichiosis,0,IDB
Alpine,2021,Total,Ehrlichiosis,0,IDB
Amador,2021,Total,Ehrlichiosis,0,IDB
Butte,2021,Total,Ehrlichiosis,0,IDB
Calaveras,2021,Total,Ehrlichiosis,0,IDB
CALIFORNIA,2021,Total,Ehrlichiosis,3,IDB
Colusa,2021,Total,Ehrlichiosis,0,IDB
Contra Costa,2021,Total,Ehrlichiosis,0,IDB
Del Norte,2021,Total,Ehrlichiosis,0,IDB
El Dorado,2021,Total,Ehrlichiosis,0,IDB
Fresno,2021,Total,Ehrlichiosis,0,IDB
Glenn,2021,Total,Ehrlichiosis,0,IDB
Humboldt,2021,Total,Ehrlichiosis,0,IDB
Imperial,2021,Total,Ehrlichiosis,0,IDB
Inyo,2021,Total,Ehrlichiosis,0,IDB
Kern,2021,Total,Ehrlichiosis,0,IDB
Kings,2021,Total,Ehrlichiosis,0,IDB
Lake,2021,Total,Ehrlichiosis,0,IDB
Lassen,2021,Total,Ehrlichiosis,0,IDB
Los Angeles,2021,Total,Ehrlichiosis,1,IDB
Madera,2021,Total,Ehrlichiosis,0,IDB
Marin,2021,Total,Ehrlichiosis,0,IDB
Mariposa,2021,Total,Ehrlichiosis,0,IDB
Mendocino,2021,Total,Ehrlichiosis,0,IDB
Merced,2021,Total,Ehrlichiosis,0,IDB
Modoc,2021,Total,Ehrlichiosis,0,IDB
Mono,2021,Total,Ehrlichiosis,0,IDB
Monterey,2021,Total,Ehrlichiosis,0,IDB
Napa,2021,Total,Ehrlichiosis,0,IDB
Nevada,2021,Total,Ehrlichiosis,0,IDB
Orange,2021,Total,Ehrlichiosis,0,IDB
Placer,2021,Total,Ehrlichiosis,0,IDB
Plumas,2021,Total,Ehrlichiosis,0,IDB
Riverside,2021,Total,Ehrlichiosis,0,IDB
Sacramento,2021,Total,Ehrlichiosis,0,IDB
San Benito,2021,Total,Ehrlichiosis,0,IDB
San Bernardino,2021,Total,Ehrlichiosis,0,IDB
San Diego,2021,Total,Ehrlichiosis,2,IDB
San Francisco,2021,Total,Ehrlichiosis,0,IDB
San Joaquin,2021,Total,Ehrlichiosis,0,IDB
San Luis Obispo,2021,Total,Ehrlichiosis,0,IDB
San Mateo,2021,Total,Ehrlichiosis,0,IDB
Santa Barbara,2021,Total,Ehrlichiosis,0,IDB
Santa Clara,2021,Total,Ehrlichiosis,0,IDB
Santa Cruz,2021,Total,Ehrlichiosis,0,IDB
Shasta,2021,Total,Ehrlichiosis,0,IDB
Sierra,2021,Total,Ehrlichiosis,0,IDB
Siskiyou,2021,Total,Ehrlichiosis,0,IDB
Solano,2021,Total,Ehrlichiosis,0,IDB
Sonoma,2021,Total,Ehrlichiosis,0,IDB
Stanislaus,2021,Total,Ehrlichiosis,0,IDB
Sutter,2021,Total,Ehrlichiosis,0,IDB
Tehama,2021,Total,Ehrlichiosis,0,IDB
Trinity,2021,Total,Ehrlichiosis,0,IDB
Tulare,2021,Total,Ehrlichiosis,0,IDB
Tuolumne,2021,Total,Ehrlichiosis,0,IDB
Ventura,2021,Total,Ehrlichiosis,0,IDB
Yolo,2021,Total,Ehrlichiosis,0,IDB
Yuba,2021,Total,Ehrlichiosis,0,IDB
Alameda,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Alpine,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Amador,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Butte,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Calaveras,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
CALIFORNIA,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Colusa,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Contra Costa,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Del Norte,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
El Dorado,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Fresno,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Glenn,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Humboldt,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Imperial,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Inyo,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Kern,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Kings,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Lake,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Lassen,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Los Angeles,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Madera,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Marin,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Mariposa,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Mendocino,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Merced,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Modoc,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Mono,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Monterey,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Napa,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Nevada,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Orange,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Placer,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Plumas,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Riverside,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Sacramento,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
San Benito,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
San Bernardino,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
San Diego,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
San Francisco,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
San Joaquin,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
San Luis Obispo,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
San Mateo,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Santa Barbara,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Santa Clara,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Santa Cruz,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Shasta,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Sierra,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Siskiyou,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Solano,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Sonoma,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Stanislaus,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Sutter,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Tehama,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Trinity,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Tulare,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Tuolumne,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Ventura,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Yolo,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Yuba,2021,Total,Flavivirus Infection of Undetermined Species,0,IDB
Alameda,2021,Total,Giardiasis,143,IDB
Alpine,2021,Total,Giardiasis,0,IDB
Amador,2021,Total,Giardiasis,1,IDB
Butte,2021,Total,Giardiasis,15,IDB
Calaveras,2021,Total,Giardiasis,0,IDB
CALIFORNIA,2021,Total,Giardiasis,1604,IDB
Colusa,2021,Total,Giardiasis,0,IDB
Contra Costa,2021,Total,Giardiasis,69,IDB
Del Norte,2021,Total,Giardiasis,0,IDB
El Dorado,2021,Total,Giardiasis,10,IDB
Fresno,2021,Total,Giardiasis,28,IDB
Glenn,2021,Total,Giardiasis,2,IDB
Humboldt,2021,Total,Giardiasis,9,IDB
Imperial,2021,Total,Giardiasis,11,IDB
Inyo,2021,Total,Giardiasis,0,IDB
Kern,2021,Total,Giardiasis,32,IDB
Kings,2021,Total,Giardiasis,5,IDB
Lake,2021,Total,Giardiasis,4,IDB
Lassen,2021,Total,Giardiasis,2,IDB
Los Angeles,2021,Total,Giardiasis,74,IDB
Madera,2021,Total,Giardiasis,5,IDB
Marin,2021,Total,Giardiasis,22,IDB
Mariposa,2021,Total,Giardiasis,0,IDB
Mendocino,2021,Total,Giardiasis,15,IDB
Merced,2021,Total,Giardiasis,5,IDB
Modoc,2021,Total,Giardiasis,1,IDB
Mono,2021,Total,Giardiasis,1,IDB
Monterey,2021,Total,Giardiasis,16,IDB
Napa,2021,Total,Giardiasis,9,IDB
Nevada,2021,Total,Giardiasis,7,IDB
Orange,2021,Total,Giardiasis,138,IDB
Placer,2021,Total,Giardiasis,20,IDB
Plumas,2021,Total,Giardiasis,1,IDB
Riverside,2021,Total,Giardiasis,106,IDB
Sacramento,2021,Total,Giardiasis,17,IDB
San Benito,2021,Total,Giardiasis,1,IDB
San Bernardino,2021,Total,Giardiasis,54,IDB
San Diego,2021,Total,Giardiasis,173,IDB
San Francisco,2021,Total,Giardiasis,179,IDB
San Joaquin,2021,Total,Giardiasis,28,IDB
San Luis Obispo,2021,Total,Giardiasis,9,IDB
San Mateo,2021,Total,Giardiasis,37,IDB
Santa Barbara,2021,Total,Giardiasis,55,IDB
Santa Clara,2021,Total,Giardiasis,98,IDB
Santa Cruz,2021,Total,Giardiasis,33,IDB
Shasta,2021,Total,Giardiasis,9,IDB
Sierra,2021,Total,Giardiasis,0,IDB
Siskiyou,2021,Total,Giardiasis,3,IDB
Solano,2021,Total,Giardiasis,24,IDB
Sonoma,2021,Total,Giardiasis,26,IDB
Stanislaus,2021,Total,Giardiasis,23,IDB
Sutter,2021,Total,Giardiasis,4,IDB
Tehama,2021,Total,Giardiasis,2,IDB
Trinity,2021,Total,Giardiasis,2,IDB
Tulare,2021,Total,Giardiasis,10,IDB
Tuolumne,2021,Total,Giardiasis,2,IDB
Ventura,2021,Total,Giardiasis,48,IDB
Yolo,2021,Total,Giardiasis,12,IDB
Yuba,2021,Total,Giardiasis,4,IDB
Alameda,2021,Total,Hantavirus Infection,0,IDB
Alpine,2021,Total,Hantavirus Infection,0,IDB
Amador,2021,Total,Hantavirus Infection,0,IDB
Butte,2021,Total,Hantavirus Infection,0,IDB
Calaveras,2021,Total,Hantavirus Infection,0,IDB
CALIFORNIA,2021,Total,Hantavirus Infection,1,IDB
Colusa,2021,Total,Hantavirus Infection,0,IDB
Contra Costa,2021,Total,Hantavirus Infection,0,IDB
Del Norte,2021,Total,Hantavirus Infection,0,IDB
El Dorado,2021,Total,Hantavirus Infection,0,IDB
Fresno,2021,Total,Hantavirus Infection,0,IDB
Glenn,2021,Total,Hantavirus Infection,0,IDB
Humboldt,2021,Total,Hantavirus Infection,0,IDB
Imperial,2021,Total,Hantavirus Infection,0,IDB
Inyo,2021,Total,Hantavirus Infection,0,IDB
Kern,2021,Total,Hantavirus Infection,0,IDB
Kings,2021,Total,Hantavirus Infection,0,IDB
Lake,2021,Total,Hantavirus Infection,0,IDB
Lassen,2021,Total,Hantavirus Infection,0,IDB
Los Angeles,2021,Total,Hantavirus Infection,0,IDB
Madera,2021,Total,Hantavirus Infection,0,IDB
Marin,2021,Total,Hantavirus Infection,0,IDB
Mariposa,2021,Total,Hantavirus Infection,0,IDB
Mendocino,2021,Total,Hantavirus Infection,0,IDB
Merced,2021,Total,Hantavirus Infection,0,IDB
Modoc,2021,Total,Hantavirus Infection,0,IDB
Mono,2021,Total,Hantavirus Infection,0,IDB
Monterey,2021,Total,Hantavirus Infection,0,IDB
Napa,2021,Total,Hantavirus Infection,0,IDB
Nevada,2021,Total,Hantavirus Infection,0,IDB
Orange,2021,Total,Hantavirus Infection,0,IDB
Placer,2021,Total,Hantavirus Infection,0,IDB
Plumas,2021,Total,Hantavirus Infection,0,IDB
Riverside,2021,Total,Hantavirus Infection,1,IDB
Sacramento,2021,Total,Hantavirus Infection,0,IDB
San Benito,2021,Total,Hantavirus Infection,0,IDB
San Bernardino,2021,Total,Hantavirus Infection,0,IDB
San Diego,2021,Total,Hantavirus Infection,0,IDB
San Francisco,2021,Total,Hantavirus Infection,0,IDB
San Joaquin,2021,Total,Hantavirus Infection,0,IDB
San Luis Obispo,2021,Total,Hantavirus Infection,0,IDB
San Mateo,2021,Total,Hantavirus Infection,0,IDB
Santa Barbara,2021,Total,Hantavirus Infection,0,IDB
Santa Clara,2021,Total,Hantavirus Infection,0,IDB
Santa Cruz,2021,Total,Hantavirus Infection,0,IDB
Shasta,2021,Total,Hantavirus Infection,0,IDB
Sierra,2021,Total,Hantavirus Infection,0,IDB
Siskiyou,2021,Total,Hantavirus Infection,0,IDB
Solano,2021,Total,Hantavirus Infection,0,IDB
Sonoma,2021,Total,Hantavirus Infection,0,IDB
Stanislaus,2021,Total,Hantavirus Infection,0,IDB
Sutter,2021,Total,Hantavirus Infection,0,IDB
Tehama,2021,Total,Hantavirus Infection,0,IDB
Trinity,2021,Total,Hantavirus Infection,0,IDB
Tulare,2021,Total,Hantavirus Infection,0,IDB
Tuolumne,2021,Total,Hantavirus Infection,0,IDB
Ventura,2021,Total,Hantavirus Infection,0,IDB
Yolo,2021,Total,Hantavirus Infection,0,IDB
Yuba,2021,Total,Hantavirus Infection,0,IDB
Alameda,2021,Total,Hemolytic Uremic Syndrome,3,IDB
Alpine,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Amador,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Butte,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Calaveras,2021,Total,Hemolytic Uremic Syndrome,0,IDB
CALIFORNIA,2021,Total,Hemolytic Uremic Syndrome,52,IDB
Colusa,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Contra Costa,2021,Total,Hemolytic Uremic Syndrome,2,IDB
Del Norte,2021,Total,Hemolytic Uremic Syndrome,0,IDB
El Dorado,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Fresno,2021,Total,Hemolytic Uremic Syndrome,7,IDB
Glenn,2021,Total,Hemolytic Uremic Syndrome,1,IDB
Humboldt,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Imperial,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Inyo,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Kern,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Kings,2021,Total,Hemolytic Uremic Syndrome,1,IDB
Lake,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Lassen,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Los Angeles,2021,Total,Hemolytic Uremic Syndrome,7,IDB
Madera,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Marin,2021,Total,Hemolytic Uremic Syndrome,2,IDB
Mariposa,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Mendocino,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Merced,2021,Total,Hemolytic Uremic Syndrome,1,IDB
Modoc,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Mono,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Monterey,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Napa,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Nevada,2021,Total,Hemolytic Uremic Syndrome,1,IDB
Orange,2021,Total,Hemolytic Uremic Syndrome,5,IDB
Placer,2021,Total,Hemolytic Uremic Syndrome,2,IDB
Plumas,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Riverside,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Sacramento,2021,Total,Hemolytic Uremic Syndrome,6,IDB
San Benito,2021,Total,Hemolytic Uremic Syndrome,0,IDB
San Bernardino,2021,Total,Hemolytic Uremic Syndrome,0,IDB
San Diego,2021,Total,Hemolytic Uremic Syndrome,0,IDB
San Francisco,2021,Total,Hemolytic Uremic Syndrome,1,IDB
San Joaquin,2021,Total,Hemolytic Uremic Syndrome,0,IDB
San Luis Obispo,2021,Total,Hemolytic Uremic Syndrome,2,IDB
San Mateo,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Santa Barbara,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Santa Clara,2021,Total,Hemolytic Uremic Syndrome,1,IDB
Santa Cruz,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Shasta,2021,Total,Hemolytic Uremic Syndrome,2,IDB
Sierra,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Siskiyou,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Solano,2021,Total,Hemolytic Uremic Syndrome,1,IDB
Sonoma,2021,Total,Hemolytic Uremic Syndrome,2,IDB
Stanislaus,2021,Total,Hemolytic Uremic Syndrome,2,IDB
Sutter,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Tehama,2021,Total,Hemolytic Uremic Syndrome,1,IDB
Trinity,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Tulare,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Tuolumne,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Ventura,2021,Total,Hemolytic Uremic Syndrome,1,IDB
Yolo,2021,Total,Hemolytic Uremic Syndrome,1,IDB
Yuba,2021,Total,Hemolytic Uremic Syndrome,0,IDB
Alameda,2021,Total,"Hepatitis E, acute infection",2,IDB
Alpine,2021,Total,"Hepatitis E, acute infection",0,IDB
Amador,2021,Total,"Hepatitis E, acute infection",0,IDB
Butte,2021,Total,"Hepatitis E, acute infection",0,IDB
Calaveras,2021,Total,"Hepatitis E, acute infection",0,IDB
CALIFORNIA,2021,Total,"Hepatitis E, acute infection",43,IDB
Colusa,2021,Total,"Hepatitis E, acute infection",0,IDB
Contra Costa,2021,Total,"Hepatitis E, acute infection",1,IDB
Del Norte,2021,Total,"Hepatitis E, acute infection",0,IDB
El Dorado,2021,Total,"Hepatitis E, acute infection",0,IDB
Fresno,2021,Total,"Hepatitis E, acute infection",2,IDB
Glenn,2021,Total,"Hepatitis E, acute infection",0,IDB
Humboldt,2021,Total,"Hepatitis E, acute infection",1,IDB
Imperial,2021,Total,"Hepatitis E, acute infection",1,IDB
Inyo,2021,Total,"Hepatitis E, acute infection",0,IDB
Kern,2021,Total,"Hepatitis E, acute infection",0,IDB
Kings,2021,Total,"Hepatitis E, acute infection",0,IDB
Lake,2021,Total,"Hepatitis E, acute infection",0,IDB
Lassen,2021,Total,"Hepatitis E, acute infection",0,IDB
Los Angeles,2021,Total,"Hepatitis E, acute infection",5,IDB
Madera,2021,Total,"Hepatitis E, acute infection",0,IDB
Marin,2021,Total,"Hepatitis E, acute infection",4,IDB
Mariposa,2021,Total,"Hepatitis E, acute infection",0,IDB
Mendocino,2021,Total,"Hepatitis E, acute infection",1,IDB
Merced,2021,Total,"Hepatitis E, acute infection",1,IDB
Modoc,2021,Total,"Hepatitis E, acute infection",0,IDB
Mono,2021,Total,"Hepatitis E, acute infection",0,IDB
Monterey,2021,Total,"Hepatitis E, acute infection",0,IDB
Napa,2021,Total,"Hepatitis E, acute infection",2,IDB
Nevada,2021,Total,"Hepatitis E, acute infection",0,IDB
Orange,2021,Total,"Hepatitis E, acute infection",1,IDB
Placer,2021,Total,"Hepatitis E, acute infection",0,IDB
Plumas,2021,Total,"Hepatitis E, acute infection",0,IDB
Riverside,2021,Total,"Hepatitis E, acute infection",2,IDB
Sacramento,2021,Total,"Hepatitis E, acute infection",2,IDB
San Benito,2021,Total,"Hepatitis E, acute infection",0,IDB
San Bernardino,2021,Total,"Hepatitis E, acute infection",1,IDB
San Diego,2021,Total,"Hepatitis E, acute infection",1,IDB
San Francisco,2021,Total,"Hepatitis E, acute infection",1,IDB
San Joaquin,2021,Total,"Hepatitis E, acute infection",3,IDB
San Luis Obispo,2021,Total,"Hepatitis E, acute infection",0,IDB
San Mateo,2021,Total,"Hepatitis E, acute infection",0,IDB
Santa Barbara,2021,Total,"Hepatitis E, acute infection",0,IDB
Santa Clara,2021,Total,"Hepatitis E, acute infection",2,IDB
Santa Cruz,2021,Total,"Hepatitis E, acute infection",1,IDB
Shasta,2021,Total,"Hepatitis E, acute infection",0,IDB
Sierra,2021,Total,"Hepatitis E, acute infection",0,IDB
Siskiyou,2021,Total,"Hepatitis E, acute infection",0,IDB
Solano,2021,Total,"Hepatitis E, acute infection",2,IDB
Sonoma,2021,Total,"Hepatitis E, acute infection",0,IDB
Stanislaus,2021,Total,"Hepatitis E, acute infection",5,IDB
Sutter,2021,Total,"Hepatitis E, acute infection",0,IDB
Tehama,2021,Total,"Hepatitis E, acute infection",0,IDB
Trinity,2021,Total,"Hepatitis E, acute infection",0,IDB
Tulare,2021,Total,"Hepatitis E, acute infection",0,IDB
Tuolumne,2021,Total,"Hepatitis E, acute infection",0,IDB
Ventura,2021,Total,"Hepatitis E, acute infection",2,IDB
Yolo,2021,Total,"Hepatitis E, acute infection",0,IDB
Yuba,2021,Total,"Hepatitis E, acute infection",0,IDB
Alameda,2021,Total,Legionellosis,9,IDB
